t,I,TMod,P
2023-08-30 11:00:01,996.5,53.4,527.133
2023-08-30 11:15:00,1004.6,53.2,533.8
2023-08-30 11:30:00,1011.4,53.7,538.033
2023-08-30 11:45:00,954.4,55.4,517.167
2023-08-30 12:00:00,927.2,53.4,506.633
2023-08-30 12:15:00,898.6,51.6,496.8
2023-08-30 12:30:00,866.2,52.3,487.433
2023-08-30 12:45:01,863.8,52.1,484.3
2023-08-30 13:00:00,848,51.2,484.033
2023-08-30 13:15:00,847.9,51.4,484.733
2023-08-30 13:30:00,858.7,50.8,491.967
2023-08-30 13:45:00,861.2,51.7,490.533
2023-08-30 14:00:00,851.3,52.4,487
2023-08-30 14:15:00,845.7,50.6,480.567
2023-08-30 14:30:00,841.8,52.9,474.967
2023-08-30 14:45:00,836.7,51,471.567
2023-08-30 15:00:00,809.9,55.1,458.4
2023-08-30 15:15:00,808.8,54.9,458.467
2023-08-30 15:30:00,434.3,54.4,443.567
2023-08-30 15:45:00,354.6,51.6,434.5
2023-08-30 16:00:00,565.6,48.9,420.233
2023-08-30 16:15:00,518.6,50.7,403.4
2023-08-30 16:30:00,586.3,48.5,378.233
2023-08-30 16:45:00,628.1,46.4,373.3
2023-08-30 17:00:00,679.2,41.1,364.533
2023-08-30 17:15:00,685.6,40.1,354.233
2023-08-30 17:30:00,370.9,39.3,227.7
2023-08-30 17:45:00,453.8,33,236.567
2023-08-30 18:00:00,324.1,37.4,171.4
2023-08-30 18:15:00,320.2,29.9,156.5
2023-08-30 18:30:00,612.5,35.3,277.067
2023-08-30 18:45:00,571.7,36,218.033
2023-08-30 19:00:00,448.2,33.4,163.233
2023-08-30 19:15:00,309.8,31.6,100.3
2023-08-30 19:30:00,192.1,28.1,44.167
2023-08-30 19:45:00,60.5,25.6,19.067
2023-08-30 20:00:00,25.4,22.5,6.567
2023-08-30 20:15:00,4.5,20.4,0.533
2023-08-30 20:30:00,1,19.2,0.633
2023-08-30 20:45:00,0.4,18.3,0.533
2023-08-30 21:00:01,0.4,17.7,0.533
2023-08-30 21:15:00,0.5,17.1,0.6
2023-08-30 21:30:00,0.4,16.8,0.533
2023-08-30 21:45:00,0.4,16.4,1
2023-08-30 22:00:00,0.4,16,0.633
2023-08-30 22:15:00,0.3,15.8,1.3
2023-08-30 22:30:00,0.3,15.8,1.333
2023-08-30 22:45:00,0.3,15.8,0.533
2023-08-30 23:00:00,0.4,15.6,1
2023-08-30 23:15:01,0.4,15.2,0.6
2023-08-30 23:30:00,0.4,14.9,0.633
2023-08-30 23:45:00,0.5,14.8,0.567
2023-08-31 00:00:00,0.4,14.9,0.8
2023-08-31 00:15:00,0.4,14.8,0.567
2023-08-31 00:30:00,0.4,14.8,0.567
2023-08-31 00:45:00,0.4,14.6,0.633
2023-08-31 01:00:00,0.3,14.3,0.933
2023-08-31 01:15:00,0.4,13.9,0.533
2023-08-31 01:30:00,0.5,14.3,0.667
2023-08-31 01:45:00,0.5,14.2,0.767
2023-08-31 02:00:00,0.5,13.8,0.5
2023-08-31 02:15:00,0.5,13.5,0.533
2023-08-31 02:30:00,0.4,13.8,0.5
2023-08-31 02:45:00,0.3,13.5,0.5
2023-08-31 03:00:00,0.3,13.2,0.567
2023-08-31 03:15:00,0.3,12.9,0.5
2023-08-31 03:30:00,0.4,13.1,0.6
2023-08-31 03:45:00,0.4,13.8,0.5
2023-08-31 04:00:00,0.5,13.8,0.6
2023-08-31 04:15:00,0.4,14.1,0.5
2023-08-31 04:30:00,0.4,14.2,0.533
2023-08-31 04:45:00,0.4,13.8,0.533
2023-08-31 05:00:00,0.4,13.4,0.5
2023-08-31 05:15:00,0.5,13.7,0.5
2023-08-31 05:30:01,0.5,14.2,0.5
2023-08-31 05:45:00,0.4,14.3,0.9
2023-08-31 06:00:00,0.5,14.4,0.8
2023-08-31 06:15:00,0.4,14.3,0.5
2023-08-31 06:30:00,0.6,14.9,0.533
2023-08-31 06:45:00,1.6,14.6,0.533
2023-08-31 07:00:00,5,15.2,0.533
2023-08-31 07:15:00,12.6,15.4,2.5
2023-08-31 07:30:00,35.8,15.5,15.967
2023-08-31 07:45:00,73.4,16.3,37.833
2023-08-31 08:00:00,114.5,18,61.7
2023-08-31 08:15:00,144.2,19.5,77.567
2023-08-31 08:30:00,225.9,22.2,120.533
2023-08-31 08:45:00,368.3,28.8,209.167
2023-08-31 09:00:00,489.6,36.1,259.567
2023-08-31 09:15:00,516.4,38.2,273.933
2023-08-31 09:30:00,642.7,39.6,326.433
2023-08-31 09:45:00,872.2,48.6,448.233
2023-08-31 10:00:00,897.5,52.2,460.433
2023-08-31 10:15:00,927.1,52,480.967
2023-08-31 10:30:00,866.5,53.2,468.867
2023-08-31 10:45:00,943.1,52,487.733
2023-08-31 11:00:00,884.2,53.2,476
2023-08-31 11:15:00,795.8,47.3,397.733
2023-08-31 11:30:00,581.5,48.5,350.133
2023-08-31 11:45:00,919.6,45.3,467.533
2023-08-31 12:00:00,739.8,46.1,408.1
2023-08-31 12:15:00,1080.6,47.1,571.433
2023-08-31 12:30:00,434.5,44.7,253.8
2023-08-31 12:45:00,502.5,42.9,318.733
2023-08-31 13:00:00,675,40.4,337.9
2023-08-31 13:15:00,1012.9,49.2,561.5
2023-08-31 13:30:00,986.7,47.6,535.3
2023-08-31 13:45:00,998.6,42.6,550.9
2023-08-31 14:00:00,954.4,40,503.267
2023-08-31 14:15:00,1000,41,550.6
2023-08-31 14:30:00,946.2,44.4,523.2
2023-08-31 14:45:00,853.1,44.2,476.7
2023-08-31 15:00:01,759,40.1,440.6
2023-08-31 15:15:00,757.9,39.9,440.2
2023-08-31 15:30:00,551,37.2,460.967
2023-08-31 15:45:00,256.8,39.9,481.433
2023-08-31 16:00:00,394.3,42.6,489.4
2023-08-31 16:15:00,533.7,47.1,473.4
2023-08-31 16:30:00,381.6,45.3,458.767
2023-08-31 16:45:00,720.4,44.9,416.667
2023-08-31 17:00:00,767.3,45.6,415.833
2023-08-31 17:15:00,435.1,38.4,236.933
2023-08-31 17:30:00,328.6,32.1,160.1
2023-08-31 17:45:00,597.3,34.1,293.5
2023-08-31 18:00:00,679.8,35.5,289.133
2023-08-31 18:15:00,578.5,37,250.233
2023-08-31 18:30:00,680.5,36.8,288.567
2023-08-31 18:45:00,490,34.4,177.767
2023-08-31 19:00:00,500.7,34.9,184.9
2023-08-31 19:15:00,313.2,33.2,107.933
2023-08-31 19:30:00,182.4,27.8,35.967
2023-08-31 19:45:00,78.5,25.3,22.7
2023-08-31 20:00:00,28.9,22.3,8.167
2023-08-31 20:15:00,4.2,20,0.533
2023-08-31 20:30:00,1.1,18.7,0.633
2023-08-31 20:45:00,0.5,17.9,0.6
2023-08-31 21:00:00,0.5,17.3,0.533
2023-08-31 21:15:00,0.5,16.9,0.6
2023-08-31 21:30:00,0.5,16.7,0.5
2023-08-31 21:45:00,0.6,16.6,0.533
2023-08-31 22:00:00,0.5,16.3,0.5
2023-08-31 22:15:00,0.5,15.6,0.633
2023-08-31 22:30:00,0.5,15.7,0.533
2023-08-31 22:45:00,0.4,15.5,0.6
2023-08-31 23:00:00,0.4,15.2,0.567
2023-08-31 23:15:00,0.4,15.3,0.567
2023-08-31 23:30:00,0.4,15.3,0.8
2023-08-31 23:45:00,0.4,15.5,0.567
2023-09-01 00:00:00,0.4,15.6,0.533
2023-09-01 00:15:00,0.4,15.4,0.533
2023-09-01 00:30:00,0.5,15.2,0.5
2023-09-01 00:45:00,0.5,15.2,0.5
2023-09-01 01:00:00,0.4,14.7,0.533
2023-09-01 01:15:00,0.4,14.8,0.533
2023-09-01 01:30:00,0.4,15.2,0.767
2023-09-01 01:45:00,0.4,15.2,0.933
2023-09-01 02:00:00,0.4,15,0.5
2023-09-01 02:15:00,0.4,14.8,0.533
2023-09-01 02:30:00,0.4,14.6,0.5
2023-09-01 02:45:00,0.4,14.3,0.533
2023-09-01 03:00:00,0.4,14.4,0.567
2023-09-01 03:15:00,0.4,14.4,0.5
2023-09-01 03:30:00,0.4,14.4,0.5
2023-09-01 03:45:00,0.5,14.5,1.467
2023-09-01 04:00:00,0.5,14.4,0.6
2023-09-01 04:15:00,0.4,14,0.533
2023-09-01 04:30:00,0.4,14.2,0.5
2023-09-01 04:45:00,0.5,14.4,0.533
2023-09-01 05:00:00,0.4,14.4,0.5
2023-09-01 05:15:00,0.4,14.4,0.567
2023-09-01 05:30:00,0.4,14.5,0.5
2023-09-01 05:45:00,0.4,14.3,0.567
2023-09-01 06:00:00,0.4,14.4,0.567
2023-09-01 06:15:00,0.4,14.4,0.5
2023-09-01 06:30:00,0.6,14.4,0.6
2023-09-01 06:45:00,2.2,14.3,0.533
2023-09-01 07:00:00,7.8,13.7,1.433
2023-09-01 07:15:00,24.4,13.6,10.233
2023-09-01 07:30:00,61.9,16.5,33.5
2023-09-01 07:45:00,370.8,23.1,66.867
2023-09-01 08:00:00,477.6,29.6,122.733
2023-09-01 08:15:00,564.5,36.1,220.133
2023-09-01 08:30:00,635.1,39.1,275.067
2023-09-01 08:45:00,701.2,43.9,335.1
2023-09-01 09:00:00,756.1,46.9,370.667
2023-09-01 09:15:00,800.4,48.8,397.267
2023-09-01 09:30:00,836.9,49.7,420.967
2023-09-01 09:45:00,865.8,50.5,443.1
2023-09-01 10:00:00,869.8,51,430.5
2023-09-01 10:15:00,484.8,45.8,227.633
2023-09-01 10:30:00,889.8,45.7,465.7
2023-09-01 10:45:00,979.5,50.4,505.9
2023-09-01 11:00:00,1008.9,53.6,504.033
2023-09-01 11:15:00,987.2,52.3,531.8
2023-09-01 11:30:00,992.5,50.4,540.733
2023-09-01 11:45:00,1014.8,50.3,551.867
2023-09-01 12:00:00,1077.5,50.3,579.567
2023-09-01 12:15:00,1010.5,55.3,573.4
2023-09-01 12:30:00,935.7,54.6,535.967
2023-09-01 12:45:00,1029,56.2,584.167
2023-09-01 13:00:00,769.8,47.8,423.467
2023-09-01 13:15:00,1047.1,54.3,565.467
2023-09-01 13:30:00,895.2,52.4,423.767
2023-09-01 13:45:00,1041.7,50.3,558.4
2023-09-01 14:00:00,1053.5,52.9,533.033
2023-09-01 14:15:00,867.6,52.3,487.667
2023-09-01 14:30:00,655.9,45.8,437.867
2023-09-01 14:45:00,880.5,49.1,508.5
2023-09-01 15:00:00,528.5,41.5,367.1
2023-09-01 15:15:00,731.9,41.7,407.967
2023-09-01 15:30:00,470.3,44.4,412
2023-09-01 15:45:00,275.2,46.8,518.8
2023-09-01 16:00:00,523,49.2,488.167
2023-09-01 16:15:00,476.3,48.8,472
2023-09-01 16:30:00,515.2,49.3,467.2
2023-09-01 16:45:00,801.5,48.9,428.533
2023-09-01 17:00:00,781.2,45.9,419.267
2023-09-01 17:15:00,739,39,363.033
2023-09-01 17:30:00,732.1,37.5,361.7
2023-09-01 17:45:00,706.7,37.3,330.333
2023-09-01 18:00:00,763.2,36.8,338.267
2023-09-01 18:15:00,699.7,38.9,310.467
2023-09-01 18:30:01,553.1,35.9,237.533
2023-09-01 18:45:00,520.4,35.4,173.267
2023-09-01 19:00:00,407.4,35.2,110.267
2023-09-01 19:15:00,242.4,29.9,62.933
2023-09-01 19:30:00,166.9,28.5,39.5
2023-09-01 19:45:00,51.2,24.5,17.7
2023-09-01 20:00:00,19.3,22.1,2.567
2023-09-01 20:15:00,4.6,20.8,0.533
2023-09-01 20:30:00,1,19.9,0.5
2023-09-01 20:45:00,0.6,18.9,0.5
2023-09-01 21:00:00,0.5,18.7,0.567
2023-09-01 21:15:00,0.5,18.5,0.5
2023-09-01 21:30:00,0.5,18.3,0.567
2023-09-01 21:45:00,0.5,17.9,1.233
2023-09-01 22:00:00,0.6,17.2,0.5
2023-09-01 22:15:00,0.5,17.2,0.6
2023-09-01 22:30:00,0.5,17.1,0.5
2023-09-01 22:45:00,0.5,16.5,0.567
2023-09-01 23:00:00,0.5,16,0.667
2023-09-01 23:15:00,0.5,15.8,0.533
2023-09-01 23:30:00,0.5,15.9,0.5
2023-09-01 23:45:00,0.5,15.7,0.533
2023-09-02 00:00:00,0.5,15.8,0.5
2023-09-02 00:15:00,0.6,15.9,0.6
2023-09-02 00:30:00,0.6,15.9,0.7
2023-09-02 00:45:00,0.6,16,0.5
2023-09-02 01:00:01,0.5,16.3,0.5
2023-09-02 01:15:00,0.5,16.2,0.7
2023-09-02 01:30:00,0.5,15.9,0.5
2023-09-02 01:45:00,0.5,16,0.633
2023-09-02 02:00:00,0.6,15.9,0.5
2023-09-02 02:15:00,0.6,15.9,0.5
2023-09-02 02:30:00,0.5,16,0.5
2023-09-02 02:45:00,0.5,15.9,0.667
2023-09-02 03:00:00,0.5,15.6,0.5
2023-09-02 03:15:00,0.4,15.3,0.9
2023-09-02 03:30:00,0.5,15.1,0.767
2023-09-02 03:45:00,0.5,15.3,0.533
2023-09-02 04:00:00,0.4,15.7,0.7
2023-09-02 04:15:00,0.5,16,0.6
2023-09-02 04:30:00,0.5,15.9,0.533
2023-09-02 04:45:00,0.4,15.7,0.533
2023-09-02 05:00:00,0.5,15.8,0.667
2023-09-02 05:15:00,0.5,15.8,0.5
2023-09-02 05:30:00,0.5,15.9,0.5
2023-09-02 05:45:00,0.4,15.9,0.667
2023-09-02 06:00:00,0.5,15.8,0.5
2023-09-02 06:15:00,0.4,15.1,0.567
2023-09-02 06:30:00,0.5,14.3,0.5
2023-09-02 06:45:00,2.1,14.2,0.6
2023-09-02 07:00:00,8.1,14,0.533
2023-09-02 07:15:00,17.9,14.3,7.8
2023-09-02 07:30:00,52.1,16.6,29.767
2023-09-02 07:45:00,315.7,22,64.7
2023-09-02 08:00:00,430.6,25.6,105.333
2023-09-02 08:15:00,534,30.9,213.6
2023-09-02 08:30:00,610.2,36.4,270.033
2023-09-02 08:45:00,669.2,39.3,325.633
2023-09-02 09:00:00,713.5,41.5,362.2
2023-09-02 09:15:00,754,43.3,385.233
2023-09-02 09:30:00,790.1,46,400.833
2023-09-02 09:45:00,873.4,49.2,452.667
2023-09-02 10:00:00,889.5,52.1,461.233
2023-09-02 10:15:00,871.9,50.7,455.033
2023-09-02 10:30:00,870.5,51.9,466.467
2023-09-02 10:45:00,893.5,52.8,475.533
2023-09-02 11:00:00,856.5,51.4,468.033
2023-09-02 11:15:00,894.6,51.1,476.433
2023-09-02 11:30:00,939,56.2,503.833
2023-09-02 11:45:00,978.1,52.5,523.267
2023-09-02 12:00:00,958.8,55.3,522.133
2023-09-02 12:15:00,952.7,51.5,555.633
2023-09-02 12:30:00,714.5,46.2,436.4
2023-09-02 12:45:00,733.4,42.7,367.867
2023-09-02 13:00:00,1076.5,50.8,579.067
2023-09-02 13:15:00,1069.3,51.8,563.933
2023-09-02 13:30:00,941.4,55.6,552.367
2023-09-02 13:45:00,354.5,38.1,156.467
2023-09-02 14:00:00,1020.9,48.9,523.333
2023-09-02 14:15:00,960.5,55,514.1
2023-09-02 14:30:00,1006.2,57.7,520.167
2023-09-02 14:45:00,981.4,59,500
2023-09-02 15:00:00,957.5,58.1,493
2023-09-02 15:15:00,842.9,55.8,479
2023-09-02 15:30:00,408.7,54.8,475.3
2023-09-02 15:45:00,225.1,55.1,457.733
2023-09-02 16:00:00,570.3,55.5,458.633
2023-09-02 16:15:00,516.6,58.3,451.667
2023-09-02 16:30:00,758.3,57.2,439.4
2023-09-02 16:45:00,846.9,57.6,425.967
2023-09-02 17:00:00,814.9,57.2,412.9
2023-09-02 17:15:00,893.6,57.2,397.533
2023-09-02 17:30:00,878.2,56.7,380.167
2023-09-02 17:45:00,853.3,56.1,360.3
2023-09-02 18:00:00,810.8,54.6,334.867
2023-09-02 18:15:00,766.2,52.1,311.233
2023-09-02 18:30:00,710.7,51.5,273.7
2023-09-02 18:45:00,361.6,47.1,125
2023-09-02 19:00:00,434.3,42.5,142.6
2023-09-02 19:15:00,373.7,44.9,103.567
2023-09-02 19:30:00,213.2,40.8,40.033
2023-09-02 19:45:00,33.7,31.5,6.367
2023-09-02 20:00:00,12.3,25.9,0.5
2023-09-02 20:15:00,2.6,23,1.2
2023-09-02 20:30:00,0.7,20.8,0.533
2023-09-02 20:45:00,0.4,19.7,1.367
2023-09-02 21:00:00,0.5,19.1,0.7
2023-09-02 21:15:00,0.6,18.6,1.467
2023-09-02 21:30:00,0.5,17.8,0.867
2023-09-02 21:45:00,0.5,17.4,0.5
2023-09-02 22:00:00,0.5,17.4,0.533
2023-09-02 22:15:00,0.5,18.1,0.5
2023-09-02 22:30:00,0.5,17.5,0.5
2023-09-02 22:45:00,0.5,17.5,0.6
2023-09-02 23:00:00,0.5,17.9,0.533
2023-09-02 23:15:00,0.5,18.5,0.533
2023-09-02 23:30:00,0.4,18.9,0.667
2023-09-02 23:45:00,0.4,18.8,0.533
2023-09-03 00:00:00,0.4,18.5,0.533
2023-09-03 00:15:00,0.5,18.3,0.633
2023-09-03 00:30:00,0.4,18.2,0.533
2023-09-03 00:45:00,0.4,17.9,0.633
2023-09-03 01:00:00,0.4,17.7,0.533
2023-09-03 01:15:00,0.5,17.6,0.7
2023-09-03 01:30:00,0.5,17.4,0.567
2023-09-03 01:45:00,0.5,17.3,0.7
2023-09-03 02:00:00,0.4,17,0.6
2023-09-03 02:15:00,0.5,16.9,0.5
2023-09-03 02:30:00,0.5,16.8,0.533
2023-09-03 02:45:00,0.5,16.8,0.5
2023-09-03 03:00:00,0.4,16.6,0.667
2023-09-03 03:15:00,0.4,16.5,0.533
2023-09-03 03:30:00,0.5,16.6,1.367
2023-09-03 03:45:00,0.5,16.5,0.533
2023-09-03 04:00:00,0.5,16,0.5
2023-09-03 04:15:00,0.4,15.7,0.6
2023-09-03 04:30:00,0.4,15.6,1.367
2023-09-03 04:45:00,0.5,15.3,0.5
2023-09-03 05:00:00,0.5,15.2,0.5
2023-09-03 05:15:00,0.5,14.8,1.367
2023-09-03 05:30:00,0.5,14.9,0.6
2023-09-03 05:45:00,0.5,15,0.5
2023-09-03 06:00:00,0.5,14.9,0.633
2023-09-03 06:15:00,0.5,14.9,0.533
2023-09-03 06:30:00,0.6,14.8,0.533
2023-09-03 06:45:00,2.1,14.3,0.6
2023-09-03 07:00:00,7.5,13.9,0.533
2023-09-03 07:15:00,23,14.3,10.9
2023-09-03 07:30:00,45.6,15.4,33.067
2023-09-03 07:45:00,336.9,23.7,71.367
2023-09-03 08:00:00,477.1,28.4,155.6
2023-09-03 08:15:00,569.6,31.8,225.367
2023-09-03 08:30:00,617.5,33,266.567
2023-09-03 08:45:00,607.3,32.3,298.5
2023-09-03 09:00:00,725.8,35.5,372.767
2023-09-03 09:15:00,768.4,39.2,408.2
2023-09-03 09:30:00,824.7,41.4,432.9
2023-09-03 09:45:00,802.9,47.2,426.533
2023-09-03 10:00:00,786.8,49,413.433
2023-09-03 10:15:00,844.7,51.4,446.9
2023-09-03 10:30:00,823.5,52.2,440.467
2023-09-03 10:45:00,807.5,51.2,436.267
2023-09-03 11:00:00,793.4,51.8,431.433
2023-09-03 11:15:00,775.8,52.6,426.633
2023-09-03 11:30:00,859.9,54.2,469.8
2023-09-03 11:45:00,902.3,54.7,489
2023-09-03 12:00:01,800.2,54.5,443.067
2023-09-03 12:15:00,766.8,54,433.033
2023-09-03 12:30:00,887.2,53.1,482.967
2023-09-03 12:45:00,951.5,58.3,502.8
2023-09-03 13:00:00,1029.4,56.4,538.767
2023-09-03 13:15:00,1027.1,58,538.333
2023-09-03 13:30:00,987.6,59.8,516.8
2023-09-03 13:45:00,1012.4,60.7,530.767
2023-09-03 14:00:00,970.2,62.6,505.267
2023-09-03 14:15:00,901.2,59.5,468.333
2023-09-03 14:30:00,945.7,58,495.467
2023-09-03 14:45:00,988.2,60.2,499.033
2023-09-03 15:00:00,891.1,59.3,464.6
2023-09-03 15:15:00,722.8,58.3,454.867
2023-09-03 15:30:00,478.9,55.3,386.867
2023-09-03 15:45:00,332.1,49.4,368.8
2023-09-03 16:00:01,566.2,53.6,409.2
2023-09-03 16:15:00,486.9,55.6,402.833
2023-09-03 16:30:00,567.4,53.9,395.367
2023-09-03 16:45:00,701.5,54.3,382.5
2023-09-03 17:00:00,571.2,52.1,323.533
2023-09-03 17:15:00,458.2,48.1,238.567
2023-09-03 17:30:00,533,48.9,277.533
2023-09-03 17:45:00,519.7,46.7,247.9
2023-09-03 18:00:00,460,45,218.1
2023-09-03 18:15:00,705.2,47.5,293.267
2023-09-03 18:30:00,595.2,51.2,242.067
2023-09-03 18:45:00,250,43.5,90.167
2023-09-03 19:00:00,286.4,39.6,98.3
2023-09-03 19:15:00,447.5,43.7,119.833
2023-09-03 19:30:00,252.6,43.3,56.233
2023-09-03 19:45:00,79.6,36.9,27
2023-09-03 20:00:00,15.3,29.2,4
2023-09-03 20:15:00,2.9,23.8,0.5
2023-09-03 20:30:00,0.7,21.2,1.033
2023-09-03 20:45:00,0.5,19.7,0.5
2023-09-03 21:00:00,0.5,18.8,0.533
2023-09-03 21:15:00,0.5,19.1,0.7
2023-09-03 21:30:00,0.4,19.8,0.5
2023-09-03 21:45:00,0.5,20.8,0.5
2023-09-03 22:00:00,0.4,21.2,0.667
2023-09-03 22:15:00,0.4,21.2,0.667
2023-09-03 22:30:00,0.4,21,0.533
2023-09-03 22:45:00,0.4,20.5,0.6
2023-09-03 23:00:00,0.4,19.7,0.5
2023-09-03 23:15:00,0.4,19.5,0.667
2023-09-03 23:30:00,0.4,19.4,0.5
2023-09-03 23:45:00,0.5,19.5,0.5
2023-09-04 00:00:00,0.4,19.7,0.5
2023-09-04 00:15:00,0.4,19.7,0.5
2023-09-04 00:30:00,0.5,19.9,0.533
2023-09-04 00:45:00,0.5,19.7,0.5
2023-09-04 01:00:00,0.5,19.5,0.7
2023-09-04 01:15:00,0.5,19.3,0.567
2023-09-04 01:30:00,0.5,19,1.267
2023-09-04 01:45:00,0.6,18.5,0.7
2023-09-04 02:00:00,0.5,18.1,0.533
2023-09-04 02:15:00,0.5,17.7,0.567
2023-09-04 02:30:01,0.5,16.9,0.6
2023-09-04 02:45:00,0.4,16.6,0.5
2023-09-04 03:00:00,0.5,17.1,0.5
2023-09-04 03:15:00,0.5,17.1,0.567
2023-09-04 03:30:00,0.5,16.9,0.5
2023-09-04 03:45:00,0.5,16.6,0.533
2023-09-04 04:00:00,0.5,16.3,0.7
2023-09-04 04:15:00,0.5,16.1,0.5
2023-09-04 04:30:00,0.5,15.8,0.5
2023-09-04 04:45:00,0.6,15.8,0.533
2023-09-04 05:00:00,0.5,15.9,0.533
2023-09-04 05:15:00,0.5,16,1.1
2023-09-04 05:30:00,0.4,15.8,0.5
2023-09-04 05:45:00,0.5,16,0.533
2023-09-04 06:00:00,0.5,16,0.533
2023-09-04 06:15:00,0.5,15.9,0.633
2023-09-04 06:30:00,0.5,15.9,0.5
2023-09-04 06:45:00,1.6,15.8,0.533
2023-09-04 07:00:00,6.5,15.5,0.7
2023-09-04 07:15:00,28,16.3,9.833
2023-09-04 07:30:00,68.1,18.2,36.9
2023-09-04 07:45:01,258.5,23,72.467
2023-09-04 08:00:00,246.3,25.1,88.5
2023-09-04 08:15:00,276.8,25.8,94.1
2023-09-04 08:30:00,389.1,29.4,118.967
2023-09-04 08:45:00,597.7,36.7,292
2023-09-04 09:00:00,523.8,38.9,266.867
2023-09-04 09:15:00,685.7,42.2,346.2
2023-09-04 09:30:00,595.9,45.1,321.567
2023-09-04 09:45:00,797.6,47.7,410.8
2023-09-04 10:00:00,742.7,48.3,401.333
2023-09-04 10:15:00,830.4,46.8,441.567
2023-09-04 10:30:01,681.6,45.3,378.567
2023-09-04 10:45:00,471.2,40.4,290.367
2023-09-04 11:00:00,642.5,40.2,369.433
2023-09-04 11:15:00,542.1,41.2,319.733
2023-09-04 11:30:00,625.8,40.4,365.1
2023-09-04 11:45:00,556.3,40,325.2
2023-09-04 12:00:00,726.1,44.1,429.1
2023-09-04 12:15:00,873.9,45.4,478.733
2023-09-04 12:30:00,871.5,49.4,474.4
2023-09-04 12:45:00,888.1,48.4,480.267
2023-09-04 13:00:00,963.4,49.3,522.267
2023-09-04 13:15:00,953.3,52.8,516.367
2023-09-04 13:30:00,911.5,52.2,501.5
2023-09-04 13:45:00,954.4,52.1,516.067
2023-09-04 14:00:00,925.4,50.8,500.3
2023-09-04 14:15:00,955.4,49.5,506.767
2023-09-04 14:30:00,911,50.6,488.967
2023-09-04 14:45:00,919.8,50.8,483.6
2023-09-04 15:00:00,927.1,50.6,491
2023-09-04 15:15:00,899.5,51.3,483.667
2023-09-04 15:30:00,429.9,49.6,471.533
2023-09-04 15:45:00,243.4,46.7,461.633
2023-09-04 16:00:00,586.8,49.5,454.533
2023-09-04 16:15:00,609.3,49.2,455.767
2023-09-04 16:30:00,677.3,48.5,444.433
2023-09-04 16:45:00,821.8,49,423.3
2023-09-04 17:00:01,711.2,46.8,374.9
2023-09-04 17:15:00,719.1,44.5,346.667
2023-09-04 17:30:00,712.4,43.5,335.667
2023-09-04 17:45:00,714.1,42.4,326.467
2023-09-04 18:00:00,670.1,43.5,172.467
2023-09-04 18:15:00,613.5,42.8,263.3
2023-09-04 18:30:00,549.4,41.2,222.067
2023-09-04 18:45:00,498.3,40.6,155.833
2023-09-04 19:00:00,363.7,38.1,122.467
2023-09-04 19:15:00,256.9,35.8,64.7
2023-09-04 19:30:00,113.6,33.1,28.467
2023-09-04 19:45:00,27.8,28.7,9.333
2023-09-04 20:00:00,8.5,25.4,0.5
2023-09-04 20:15:00,2,23.2,0.533
2023-09-04 20:30:00,0.5,21.9,0.533
2023-09-04 20:45:00,0.4,20.9,0.567
2023-09-04 21:00:00,0.3,19.9,0.5
2023-09-04 21:15:00,0.3,19.4,0.7
2023-09-04 21:30:00,0.3,18.8,1.167
2023-09-04 21:45:00,0.2,18.5,0.5
2023-09-04 22:00:00,0.3,18.3,0.533
2023-09-04 22:15:00,0.2,18.1,0.533
2023-09-04 22:30:00,0.2,18.1,0.567
2023-09-04 22:45:00,0.2,17.8,0.667
2023-09-04 23:00:00,0.2,17.6,0.533
2023-09-04 23:15:00,0.3,17.5,0.567
2023-09-04 23:30:00,0.3,17.2,0.567
2023-09-04 23:45:00,0.2,17.4,0.7
2023-09-05 00:00:00,0.3,17,0.733
2023-09-05 00:15:00,0.3,16.9,0.7
2023-09-05 00:30:00,0.2,16.8,0.533
2023-09-05 00:45:00,0.2,17.1,0.567
2023-09-05 01:00:01,0.2,17.3,0.667
2023-09-05 01:15:00,0.3,17.4,1.4
2023-09-05 01:30:00,0.3,17.4,0.633
2023-09-05 01:45:00,0.3,17.5,0.833
2023-09-05 02:00:00,0.3,17.6,0.567
2023-09-05 02:15:00,0.3,17.4,0.5
2023-09-05 02:30:00,0.3,17.4,1.3
2023-09-05 02:45:00,0.2,16.7,0.5
2023-09-05 03:00:00,0.2,16,0.6
2023-09-05 03:15:00,0.2,15.7,1.233
2023-09-05 03:30:00,0.2,15.4,0.567
2023-09-05 03:45:00,0.3,15.7,0.7
2023-09-05 04:00:01,0.3,15.4,0.533
2023-09-05 04:15:00,0.1,15.9,0.567
2023-09-05 04:30:00,0.2,17,0.6
2023-09-05 04:45:00,0.2,17.4,1
2023-09-05 05:00:00,0.2,17.7,0.6
2023-09-05 05:15:00,0.3,17.8,0.667
2023-09-05 05:30:00,0.2,17.8,0.533
2023-09-05 05:45:00,0.2,17.8,0.5
2023-09-05 06:00:00,0.3,17.9,0.667
2023-09-05 06:15:00,0.3,17.8,0.533
2023-09-05 06:30:00,0.3,17.8,0.933
2023-09-05 06:45:00,0.5,17.8,0.633
2023-09-05 07:00:00,1.3,17.8,0.567
2023-09-05 07:15:00,3.1,17.7,0.533
2023-09-05 07:30:01,5.8,17.8,0.767
2023-09-05 07:45:00,8.7,18,0.733
2023-09-05 08:00:00,12.3,18.3,0.9
